timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673653083812,559,HTTP Request,200,OK,Thread Group 1-1,text,true,,4638,448,87,87,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,236,0,118
1673653083812,236,HTTP Request-0,301,Moved Permanently,Thread Group 1-1,,true,,274,162,87,87,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,236,0,118
1673653084048,119,HTTP Request-1,302,Found,Thread Group 1-1,text,true,,454,163,87,87,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,119,0,0
1673653084167,204,HTTP Request-2,200,OK,Thread Group 1-1,text,true,,3910,123,87,87,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,204,0,0
1673653083831,543,HTTP Request,200,OK,Thread Group 1-3,text,true,,4638,448,86,86,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,231,0,116
1673653083831,231,HTTP Request-0,301,Moved Permanently,Thread Group 1-3,,true,,274,162,86,86,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,231,0,116
1673653084062,117,HTTP Request-1,302,Found,Thread Group 1-3,text,true,,454,163,86,86,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,117,0,0
1673653084179,195,HTTP Request-2,200,OK,Thread Group 1-3,text,true,,3910,123,86,86,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,195,0,0
1673653083821,554,HTTP Request,200,OK,Thread Group 1-2,text,true,,4638,448,85,85,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,238,0,120
1673653083821,238,HTTP Request-0,301,Moved Permanently,Thread Group 1-2,,true,,274,162,85,85,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,238,0,120
1673653084059,118,HTTP Request-1,302,Found,Thread Group 1-2,text,true,,454,163,85,85,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,118,0,0
1673653084177,198,HTTP Request-2,200,OK,Thread Group 1-2,text,true,,3910,123,85,85,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,198,0,0
1673653083841,592,HTTP Request,200,OK,Thread Group 1-4,text,true,,4638,448,90,90,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,234,0,115
1673653083841,234,HTTP Request-0,301,Moved Permanently,Thread Group 1-4,,true,,274,162,90,90,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,234,0,115
1673653084075,118,HTTP Request-1,302,Found,Thread Group 1-4,text,true,,454,163,90,90,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,118,0,0
1673653084193,240,HTTP Request-2,200,OK,Thread Group 1-4,text,true,,3910,123,90,90,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,240,0,0
1673653083861,574,HTTP Request,200,OK,Thread Group 1-6,text,true,,4638,448,89,89,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,229,0,114
1673653083861,229,HTTP Request-0,301,Moved Permanently,Thread Group 1-6,,true,,274,162,89,89,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,229,0,114
1673653084090,120,HTTP Request-1,302,Found,Thread Group 1-6,text,true,,454,163,89,89,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,120,0,0
1673653084210,225,HTTP Request-2,200,OK,Thread Group 1-6,text,true,,3910,123,89,89,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,224,0,0
1673653083871,566,HTTP Request,200,OK,Thread Group 1-7,text,true,,4638,448,88,88,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,231,0,115
1673653083851,586,HTTP Request,200,OK,Thread Group 1-5,text,true,,4638,448,88,88,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,234,0,117
1673653083871,231,HTTP Request-0,301,Moved Permanently,Thread Group 1-7,,true,,274,162,88,88,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,231,0,115
1673653083851,234,HTTP Request-0,301,Moved Permanently,Thread Group 1-5,,true,,274,162,88,88,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,234,0,117
1673653084102,116,HTTP Request-1,302,Found,Thread Group 1-7,text,true,,454,163,88,88,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,116,0,0
1673653084085,117,HTTP Request-1,302,Found,Thread Group 1-5,text,true,,454,163,88,88,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,117,0,0
1673653084218,219,HTTP Request-2,200,OK,Thread Group 1-7,text,true,,3910,123,88,88,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,219,0,0
1673653084202,235,HTTP Request-2,200,OK,Thread Group 1-5,text,true,,3910,123,88,88,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,235,0,0
1673653083880,567,HTTP Request,200,OK,Thread Group 1-8,text,true,,4638,448,87,87,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,234,0,115
1673653083880,234,HTTP Request-0,301,Moved Permanently,Thread Group 1-8,,true,,274,162,87,87,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,234,0,115
1673653084114,117,HTTP Request-1,302,Found,Thread Group 1-8,text,true,,454,163,87,87,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,116,0,0
1673653084231,216,HTTP Request-2,200,OK,Thread Group 1-8,text,true,,3910,123,87,87,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,216,0,0
1673653083901,546,HTTP Request,200,OK,Thread Group 1-10,text,true,,4638,448,86,86,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,231,0,114
1673653083901,231,HTTP Request-0,301,Moved Permanently,Thread Group 1-10,,true,,274,162,86,86,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,231,0,114
1673653084132,115,HTTP Request-1,302,Found,Thread Group 1-10,text,true,,454,163,86,86,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,115,0,0
1673653084247,200,HTTP Request-2,200,OK,Thread Group 1-10,text,true,,3910,123,86,86,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,200,0,0
1673653083890,558,HTTP Request,200,OK,Thread Group 1-9,text,true,,4638,448,85,85,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,236,0,118
1673653083890,236,HTTP Request-0,301,Moved Permanently,Thread Group 1-9,,true,,274,162,85,85,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,236,0,118
1673653084126,119,HTTP Request-1,302,Found,Thread Group 1-9,text,true,,454,163,85,85,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,119,0,0
1673653084245,203,HTTP Request-2,200,OK,Thread Group 1-9,text,true,,3910,123,85,85,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,203,0,0
1673653083910,545,HTTP Request,200,OK,Thread Group 1-11,text,true,,4638,448,85,85,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,232,0,116
1673653083910,232,HTTP Request-0,301,Moved Permanently,Thread Group 1-11,,true,,274,162,85,85,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,232,0,116
1673653084143,115,HTTP Request-1,302,Found,Thread Group 1-11,text,true,,454,163,85,85,http://34.132.194.230/ghost/?email=ascn@example.com&password=ascn123,115,0,0
1673653084258,197,HTTP Request-2,200,OK,Thread Group 1-11,text,true,,3910,123,85,85,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,197,0,0
1673653083920,539,HTTP Request,200,OK,Thread Group 1-12,text,true,,4638,448,84,84,http://34.132.194.230/ghost/#/?email=ascn@example.com&password=ascn123,233,0,116
1673653083920,233,HTTP Request-0,301,Moved Permanently,Thread Group 1-12,,true,,274,162,84,84,http://34.132.194.230/ghost?email=ascn@example.com&password=ascn123,233,0,116
